source,date,title,drug_tags,content_tags,cancer_tags,blog_url,blog_views,blog_likes,blog_comments,cafe_url,cafe_comments,cafe_views,match_confidence,total_comments,persona_myungsoon,persona_suksuja,persona_yeonok
blog,2022. 9. 8.,[임상시험] 가족성 선종성 용종증에 대한 니클로사미드,니클로사미드,논문요약,대장암,https://blog.naver.com/grsanga/222870356421,15,1.0,5,,0,0,,5,-1,3,3.0
blog,2022. 9. 8.,[미국 특허] 암 전이 치료를 위한 니클로사미드. 국내에서도 연구중?,니클로사미드,특허,,https://blog.naver.com/grsanga/222870196281,63,6.0,3,,0,0,,3,0,2,3.0
blog,2022. 9. 2.,결장 폴립으로 나타나는 일본 주혈흡충,,,,https://blog.naver.com/grsanga/222865044412,32,3.0,2,,0,0,,2,0,2,0.0
blog,2022. 9. 2.,릴**님께 드리는 글 : 암을 이기기 위한 프로토콜 만들기,,프로토콜,,https://blog.naver.com/grsanga/222864757835,60,6.0,0,,0,0,,0,2,4,1.0
blog,2022. 8. 31.,[해외논문 호전사례] DCA 요법 사용한 4기 대장암의 장기 안정화,DCA,해외호전사례|논문요약,대장암,https://blog.naver.com/grsanga/222863238908,20,2.0,0,,0,0,,0,2,4,2.0
blog,2022. 8. 31.,폴립과 선종의 차이점은 무엇?.  용종 절제 후 병리학적 판정,,,대장암,https://blog.naver.com/grsanga/222863173813,70,7.0,0,,0,0,,0,0,2,1.0
blog+cafe,2022. 8. 29.,[임상시험] 전이성 삼중음성 유방암 치료를 위한 이버멕틴 및 펨브롤리주맙,이버멕틴,논문요약,유방암,https://blog.naver.com/grsanga/222860985233,41,4.0,1,https://cafe.naver.com/friendsofhippocrates/15996,8,246,고신뢰,9,-1,3,3.0
blog,2022. 8. 26.,스파르가노시스(Sparganosis) 발견 국내 사례,,국내호전사례,,https://blog.naver.com/grsanga/222858884852,66,6.0,6,,0,0,,6,3,5,0.0
blog,2022. 8. 25.,"프라지콴텔, 디스토시드",,,,https://blog.naver.com/grsanga/222858091380,1020,10.0,20,,0,0,,20,2,8,2.0
blog,2022. 8. 24.,"돼지촌충감염, 신경낭포충증(Neurocysticercosis)",,,,https://blog.naver.com/grsanga/222857112227,52,5.0,2,,0,0,,2,0,2,1.0
blog+cafe,2022. 8. 24.,이버멕틴의 항균력과 면역조절에 관한 특징,이버멕틴,면역,,https://blog.naver.com/grsanga/222856840169,142,14.0,2,https://cafe.naver.com/friendsofhippocrates/15960,7,323,고신뢰,9,0,3,3.0
blog,2022. 8. 23.,대장내시경 많이 하시죠 !. 선종과 대장암. 그 원인은?,,장내미생물,대장암,https://blog.naver.com/grsanga/222856162433,40,4.0,0,,0,0,,0,-1,2,1.0
blog,2022. 8. 19.,"[해외호전사례] 미국 Bj(구급대원)의 아내 직장암 4기, 고용량 펜벤다졸",펜벤다졸,해외호전사례|고용량펜벤다졸,대장암,https://blog.naver.com/grsanga/222852590865,33,3.0,3,,0,0,,3,3,4,-1.0
blog,2022. 8. 18.,[해외호전사례] 호주 Bajah의 아내 대장암4기 : 조티펜스 + 제인 + COC + 표준 치료들,펜벤다졸,해외호전사례|조티펜스,대장암,https://blog.naver.com/grsanga/222851867985,30,3.0,0,,0,0,,0,3,4,-1.0
blog,2022. 8. 18.,"[해외호전사례] 영국, 남편이 아내 대장암 4기 호전 사례를 펜벤다졸 페북에 올림",펜벤다졸,해외호전사례,대장암,https://blog.naver.com/grsanga/222851797975,20,2.0,0,,0,0,,0,3,4,-1.0
blog,2022. 8. 12.,지중해식 식단과 장내 미생물총. 단쇄지방산 SCFA,,장내미생물|식이요법,,https://blog.naver.com/grsanga/222846795279,30,3.0,0,,0,0,,0,-1,2,1.0
blog,2022. 8. 5.,[NeilMcKinney] 암에 의한 면역 억제 극복을 위한 면역조절제가 필요. 자연요법 종양학 저자,,면역,,https://blog.naver.com/grsanga/222840459500,110,11.0,0,,0,0,,0,0,2,3.0
blog,2022. 7. 28.,면역 체크 포인트 억제제 효능을 증대하기 위한 조합 전략,,면역,,https://blog.naver.com/grsanga/222832850554,30,3.0,0,,0,0,,0,0,2,1.0
blog,2022. 7. 22.,"종양 면역학 및 면역 요법에서 베타-아드레날린 신호, 프로프라놀올",,면역,,https://blog.naver.com/grsanga/222824539894,30,3.0,0,,0,0,,0,0,2,1.0
blog,2022. 7. 16.,[국내호전사례] 비타민C월드 대장암 치유 사례,비타민C,국내호전사례,대장암,https://blog.naver.com/grsanga/222813660925,70,7.0,0,,0,0,,0,3,4,0.0
blog+cafe,2022. 7. 11.,췌장암 치료를 위한 프로토콜 : 항암대체약물 중심 전체 모음,,총정리|프로토콜,췌장암,https://blog.naver.com/grsanga/222807001100,162,16.0,2,https://cafe.naver.com/friendsofhippocrates/15723,11,378,중신뢰,13,3,7,3.0
blog,2022. 7. 7.,David Sinclair 박사의 노화 방지 보충 목록,,노화항노화,,https://blog.naver.com/grsanga/222803595140,50,5.0,0,,0,0,,0,0,2,1.0
blog,2022. 7. 6.,동물과 인간 용량 변환 가이드,,,,https://blog.naver.com/grsanga/222802207318,60,6.0,0,,0,0,,0,0,2,1.0
blog,2022. 7. 4.,면역 체크포인트 억제제(Immune Checkpoint Inhibitor),,면역,,https://blog.naver.com/grsanga/222799958024,30,3.0,0,,0,0,,0,0,2,1.0
blog,2022. 7. 4.,암 줄기 유사 담관암 치료에 젬시타빈과 메트로니다졸 병용,,,담도암,https://blog.naver.com/grsanga/222799900462,10,1.0,0,,0,0,,0,0,2,0.0
blog+cafe,2022. 6. 30.,"암 치료의 한계에 도전하다: 영양게임, 암치료 식단 k-PBD",,식이요법,,https://blog.naver.com/grsanga/222795130189,112,11.0,2,https://cafe.naver.com/friendsofhippocrates/15651,10,204,고신뢰,12,0,4,2.0
blog,2022. 6. 29.,암세포를 정상세포로 변환? 기저 유사 세포를 호르몬 치료가 가능한 루미날- A 세포로 전환,,,,https://blog.naver.com/grsanga/222793592527,30,3.0,0,,0,0,,0,0,2,0.0
blog,2022. 6. 29.,암 세포 역전은 대장암 치료에 대한 새로운 접근 방식을 제공할 수 있습니다,,,대장암,https://blog.naver.com/grsanga/222793531527,10,1.0,0,,0,0,,0,0,2,0.0
blog,2022. 6. 29.,장내 미생물총이 암 치료의 효율성을 결정합니다,,장내미생물,,https://blog.naver.com/grsanga/222793382949,60,6.0,0,,0,0,,0,-1,2,2.0
blog,2022. 6. 27.,"장내 미생물총을 표적으로 한 면역치료 반응, 독성 조절에 관한 최근 연구.",,장내미생물|면역,,https://blog.naver.com/grsanga/222790983207,40,4.0,0,,0,0,,0,-1,2,2.0
blog,2022. 6. 27.,"[해외호전사례] 미국  여성 4~50대, Katie, 비소세포 폐암 4기, 이버멕틴 간헐 복용",이버멕틴,해외호전사례,폐암,https://blog.naver.com/grsanga/222790764478,30,3.0,0,,0,0,,0,3,4,-1.0
blog,2022. 6. 27.,[해외호전사례] 영국 60대 Pip님의 친구(유방암)와 남편 (희소돌기아교세포종 3등급),,해외호전사례,유방암,https://blog.naver.com/grsanga/222790539968,30,3.0,0,,0,0,,0,3,4,-1.0
blog,2022. 6. 27.,"[해외호전사례] 미국 여성 55세, 크리시,  요로상피암종  urothelial cancer",,해외호전사례,,https://blog.naver.com/grsanga/222790489623,30,3.0,0,,0,0,,0,3,4,-1.0
blog,2022. 6. 22.,[제이슨 R. 윌리엄스] 12편. 자주 묻는 질문과 참고 문헌. (해외책) The Immunotherapy Revolution,,책요약,,https://blog.naver.com/grsanga/222783939525,41,4.0,1,,0,0,,1,-1,2,2.0
blog,2022. 6. 22.,[제이슨 R. 윌리엄스] 11편. Williams 박사의 암 면역 요법 피라미드 및 성공 극대화 계획. (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222783936686,31,3.0,1,,0,0,,1,-1,2,3.0
blog,2022. 6. 22.,[제이슨 R. 윌리엄스] 10편. 면역 관련 부작용 및 암 면역 요법의 부작용. (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222783934104,41,4.0,1,,0,0,,1,-1,2,3.0
blog+cafe,2022. 6. 22.,[제이슨 R. 윌리엄스] 9편. 암 면역 반응을 향상시키는 천연 물질 및 보조제. (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222783930342,45,4.0,5,https://cafe.naver.com/friendsofhippocrates/15602,17,249,저신뢰,22,-1,5,3.0
blog+cafe,2022. 6. 20.,[제이슨 R. 윌리엄스] 8편. 산성 종양 미세 환경 및 면역 체크포인트. 면역요법 반응 예측. (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222780673849,40,4.0,0,https://cafe.naver.com/friendsofhippocrates/15592,11,172,중신뢰,11,-1,4,3.0
blog,2022. 6. 20.,[제이슨 R. 윌리엄스] 7편. 면역 강화를 위한 예상치 못한 오프라벨. (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222780622005,53,5.0,3,,0,0,,3,-1,2,4.0
blog+cafe,2022. 6. 18.,[제이슨 R. 윌리엄스] 6편. Gut Flora : 면역요법 성공의 열쇠.  (해외책) The Immunotherapy Revolution,,책요약|장내미생물|면역,,https://blog.naver.com/grsanga/222778229640,116,11.0,6,https://cafe.naver.com/friendsofhippocrates/15579,9,199,고신뢰,15,-2,5,6.0
blog,2022. 6. 18.,[제이슨 R. 윌리엄스] 5편. 유전자 및 분자 표적 암 치료제와 면역요법. (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222778222104,50,5.0,0,,0,0,,0,-1,2,4.0
blog,2022. 6. 18.,[제이슨 R. 윌리엄스] 4편. 암 면역 반응에 대한 전통적인 암 치료의 효과.  (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222778170946,10,1.0,0,,0,0,,0,-1,2,3.0
blog,2022. 6. 18.,[제이슨 R. 윌리엄스] 3편. 종양 내 주입 면역요법제. 기타 면역치료  표적과 치료법 (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222778153557,30,3.0,0,,0,0,,0,-1,2,3.0
blog,2022. 6. 17.,[제이슨 R. 윌리엄스] 2편. 암과 면역 체계. 냉동 절제 면역 요법. (해외책) The Immunotherapy Revolution,,책요약|면역,,https://blog.naver.com/grsanga/222777495726,20,2.0,0,,0,0,,0,-1,2,3.0
blog,2022. 6. 17.,"[제이슨 R. 윌리엄스] 1편. 암의 기초 면역 요법, 이해해야 할 핵심 개념. (해외책) The Immunotherapy Revolution",,책요약|면역,,https://blog.naver.com/grsanga/222777488257,30,3.0,0,,0,0,,0,-1,2,3.0
blog,2022. 6. 15.,"대장암 종류, MSI와  MSS",,,대장암,https://blog.naver.com/grsanga/222773911013,50,5.0,0,,0,0,,0,0,2,1.0
blog,2022. 6. 14.,대장암 치료제 개발 특허자료 : 니클로사미드와 메트포르민,메트포르민|니클로사미드,특허,대장암,https://blog.naver.com/grsanga/222773003471,40,4.0,0,,0,0,,0,0,2,2.0
blog+cafe,2022. 6. 14.,대장암과 항암 대체약물,,,대장암,https://blog.naver.com/grsanga/222772891281,40,4.0,0,https://cafe.naver.com/friendsofhippocrates/12819,17,499,중신뢰,17,0,5,0.0
blog,2022. 6. 13.,도스타리맙 Dostarlimab. 직장암 완치하다!,,,대장암,https://blog.naver.com/grsanga/222771455740,66,6.0,6,,0,0,,6,0,3,1.0
blog+cafe,2022. 6. 4.,"[해외논문 호전사례] 디클로로아세테이트(DCA)와 이버멕틴의 상승적인 항종양 효과: 유방암, 골육종, 폐선암",이버멕틴|DCA,해외호전사례|논문요약,유방암,https://blog.naver.com/grsanga/222759059742,22,2.0,2,https://cafe.naver.com/friendsofhippocrates/15510,3,152,중신뢰,5,2,5,2.0
blog,2022. 6. 3.,인간 장내의 탄소와 질소 비율과 장내 미생물 군집,,장내미생물,,https://blog.naver.com/grsanga/222757856764,20,2.0,0,,0,0,,0,-1,2,1.0
blog,2022. 6. 3.,세라티아 마르세센스 Serratia marcescens,,,,https://blog.naver.com/grsanga/222757801590,52,5.0,2,,0,0,,2,0,2,1.0
blog,2022. 6. 3.,[제프리 닥] 레인보우 면역요법 프로토콜  : 크래킹 캔서 툴 킷트,,프로토콜|면역,,https://blog.naver.com/grsanga/222757710092,40,4.0,0,,0,0,,0,2,4,1.0
blog,2022. 6. 3.,CD8+ T 세포 면역 및 암 치료에서 새로운 미생물군-의존적 역할을 하는 부티레이트?,,장내미생물|면역,,https://blog.naver.com/grsanga/222757690989,30,3.0,0,,0,0,,0,-1,2,2.0
blog,2022. 5. 25.,"젖산을 통한 항암치료, MCT 억제제, 젖산과 암 이야기 1. 시로신고핀 syrosingopine",,,,https://blog.naver.com/grsanga/222746155565,76,7.0,6,,0,0,,6,0,3,1.0
blog,2022. 5. 25.,[제프리 닥] 크래킹 캔서 툴 킷트 : 면역치료 원칙에 관한 요약 2. 장내미생물총,,장내미생물|면역,,https://blog.naver.com/grsanga/222745916589,30,3.0,0,,0,0,,0,-1,2,2.0
blog,2022. 5. 24.,"Alistipes 속 : 염증, 암 및 정신 건강에 대한 새로운 시사점을 가진 장내 세균",,장내미생물,,https://blog.naver.com/grsanga/222744647178,30,3.0,0,,0,0,,0,-1,2,1.0
blog,2022. 5. 16.,"[해외논문 호전사례] IV기 삼중 음성 유방암에 대한  MSCT, KD, HT 및 HBOT 프로토콜 치료",,해외호전사례|논문요약|프로토콜,유방암,https://blog.naver.com/grsanga/222734536081,20,2.0,0,,0,0,,0,4,6,2.0
blog,2022. 5. 16.,"[해외논문 호전사례] 말기 유방암(ER, PR +, HER2 -) 관리를 위한 대사 지원 화학요법",,해외호전사례|논문요약,유방암,https://blog.naver.com/grsanga/222734390744,50,5.0,0,,0,0,,0,2,4,3.0
blog+cafe,2022. 5. 7.,"[해외호전사례] 미국 claudia 유방암 3기 ER, PR +, HER2 -",,해외호전사례,유방암,https://blog.naver.com/grsanga/222724095098,90,9.0,0,https://cafe.naver.com/friendsofhippocrates/15347,14,154,고신뢰,14,3,6,0.0
blog,2022. 5. 7.,"젊은 쥐와 나이든 쥐 사이의 대변 미생물군 이동은 노화된 장, 눈, 뇌의 특징을 역전시킵니다",,장내미생물|노화항노화,,https://blog.naver.com/grsanga/222723774217,30,3.0,0,,0,0,,0,-1,2,1.0
blog+cafe,2022. 5. 4.,[제프리 닥] 크래킹 캔서 툴 킷트 : 면역치료 원칙에 관한 요약 1.,,면역,,https://blog.naver.com/grsanga/222720872850,20,2.0,0,https://cafe.naver.com/friendsofhippocrates/15332,10,153,고신뢰,10,0,4,1.0
blog,2022. 4. 25.,비타민C 항암효과. 메가도스. IVC 총정리,비타민C,총정리,,https://blog.naver.com/grsanga/222710986323,100,10.0,0,,0,0,,0,1,3,2.0
blog+cafe,2022. 4. 20.,[제프리 닥] 항암 킬 사이클 : IV비타민C 와 페롭토시스를 공격적으로 순환,비타민C,,,https://blog.naver.com/grsanga/222706439793,60,6.0,0,https://cafe.naver.com/friendsofhippocrates/15247,10,143,고신뢰,10,0,4,1.0
blog+cafe,2022. 4. 14.,"[해외논문 호전사례] 4기 췌장암, 환자가 의사: Stephen Bigelsen",,해외호전사례|논문요약,췌장암,https://blog.naver.com/grsanga/222700704557,90,9.0,0,https://cafe.naver.com/friendsofhippocrates/15214,2,198,저신뢰,2,2,4,3.0
blog+cafe,2022. 4. 13.,아커만시아 뮤시니필라 이야기 두번째,,,,https://blog.naver.com/grsanga/222699510033,63,6.0,3,https://cafe.naver.com/friendsofhippocrates/14180,1,132,고신뢰,4,0,2,1.0
blog+cafe,2022. 4. 11.,"[제프리 닥] 크래킹 캔서 툴 킷트 : 항암 대체약물들의 용법과 경로 표적, 특징에 관한 요약",,프로토콜,,https://blog.naver.com/grsanga/222697744254,1110,11.0,10,https://cafe.naver.com/friendsofhippocrates/15193,31,413,중신뢰,41,4,10,2.0
blog,2022. 4. 5.,[해외호전사례] 27세 남. 4기 식도암 질문과 답변들. 여러 case,,해외호전사례,식도암,https://blog.naver.com/grsanga/222692282288,10,1.0,0,,0,0,,0,3,4,-1.0
blog,2022. 4. 4.,"[해외호전사례] 미국 Adele님의 남편, 82세, 췌장암 3기",,해외호전사례,췌장암,https://blog.naver.com/grsanga/222691302990,20,2.0,0,,0,0,,0,3,4,-1.0
blog,2022. 4. 1.,[제프리 닥] 크래킹 캔서 툴 킷트 : 암 치료를 위한 용도변경 약물 사용법(소개),,프로토콜,,https://blog.naver.com/grsanga/222689044831,8,,8,,0,0,,8,2,5,0.0
blog,2022. 3. 25.,[해외호전사례] T1N1 HPV  양성 편평세포암종,,해외호전사례,두경부암,https://blog.naver.com/grsanga/222682769837,30,3.0,0,,0,0,,0,3,4,-1.0
blog,2022. 3. 23.,"[해외호전사례] 미국 다이엘, 비소세포 폐암 4기",,해외호전사례,폐암,https://blog.naver.com/grsanga/222680854601,32,3.0,2,,0,0,,2,3,4,-1.0
blog+cafe,2022. 3. 21.,국내 각종 기생충 및 기생충 질환 치료,,,,https://blog.naver.com/grsanga/222678984633,267,26.0,7,https://cafe.naver.com/friendsofhippocrates/15034,14,436,고신뢰,21,0,5,3.0
blog,2022. 3. 16.,국내 기생충 감염 통제 성공 사례 검토,,,,https://blog.naver.com/grsanga/222674359181,62,6.0,2,,0,0,,2,0,2,1.0
blog,2022. 3. 16.,건강을 위한 기생충 제거 프로그램 관련 정보,,,,https://blog.naver.com/grsanga/222674236199,132,13.0,2,,0,0,,2,0,2,2.0
blog,2022. 3. 15.,"[해외호전사례] 미국 Rainer님, 췌장암 4기 간전이, 약 4,50대 감동 그 자체!",,해외호전사례,췌장암|간암,https://blog.naver.com/grsanga/222673454800,50,5.0,0,,0,0,,0,3,4,0.0
blog+cafe,2022. 2. 23.,"아르테미시닌, 쑥 Artemisia annua 총정리",아르테미시닌,총정리,,https://blog.naver.com/grsanga/222655728517,4025,40.0,25,https://cafe.naver.com/friendsofhippocrates/14814,21,405,중신뢰,46,4,9,3.0
blog+cafe,2022. 2. 18.,구충제 및 항암제로서의 알벤다졸 및 메벤다졸: 업데이트,메벤다졸|알벤다졸,,,https://blog.naver.com/grsanga/222651019448,435,43.0,5,https://cafe.naver.com/friendsofhippocrates/14759,10,468,고신뢰,15,0,6,3.0
blog+cafe,2022. 2. 6.,암줄기세포를 억제하라! 총괄편!,,,,https://blog.naver.com/grsanga/222640162723,50,5.0,0,https://cafe.naver.com/friendsofhippocrates/10341,23,768,중신뢰,23,0,5,1.0
blog,2022. 1. 21.,[해외호전사례] 비호지킨 림프종 4기 레트릴과 아르테미시닌,아르테미시닌,해외호전사례,혈액암,https://blog.naver.com/grsanga/222627577839,30,3.0,0,,0,0,,0,3,4,-1.0
blog,2022. 1. 21.,"[해외호전사례] 재발 유방암, ER, PR +, HER2 -, 뼈전이, 이버멕틴 복용",이버멕틴,해외호전사례,유방암,https://blog.naver.com/grsanga/222627538362,30,3.0,0,,0,0,,0,3,4,-1.0
blog+cafe,2022. 1. 19.,"쑥, 아르테미시닌 : 임상 시험, 사례보고서, 특허",아르테미시닌,특허,,https://blog.naver.com/grsanga/222625919806,50,5.0,0,https://cafe.naver.com/friendsofhippocrates/14530,14,445,중신뢰,14,0,4,3.0
blog,2021. 12. 30.,구강내  미생물 군집의 중요성,,장내미생물,,https://blog.naver.com/grsanga/222608694865,40,4.0,0,,0,0,,0,-1,2,1.0
blog+cafe,2021. 12. 29.,난소암과 미생물 군집의 관계,,장내미생물,난소암,https://blog.naver.com/grsanga/222607720805,76,7.0,6,https://cafe.naver.com/friendsofhippocrates/14394,3,233,고신뢰,9,-1,3,2.0
blog+cafe,2021. 12. 24.,미생물과 암 : 친구인가 적인가?,,장내미생물,,https://blog.naver.com/grsanga/222603647221,75,7.0,5,https://cafe.naver.com/friendsofhippocrates/18516,9,220,고신뢰,14,-1,4,2.0
blog+cafe,2021. 12. 22.,에스트로볼롬 Estrobolome,,,,https://blog.naver.com/grsanga/222602056498,20,2.0,0,https://cafe.naver.com/friendsofhippocrates/14322,10,143,고신뢰,10,0,4,0.0
blog,2021. 12. 22.,단기 항생제 치료는 인간의 인후와 장내 미생물군집에 장기적인 영향이 다릅니다.,,장내미생물,,https://blog.naver.com/grsanga/222602002356,40,4.0,0,,0,0,,0,-1,2,1.0
blog,2021. 12. 20.,장내미생물이 뇌기능에 미치는 영향,,장내미생물,,https://blog.naver.com/grsanga/222600135663,40,4.0,0,,0,0,,0,-1,2,1.0
blog+cafe,2021. 12. 17.,구강 미생물 군집과 암,,장내미생물,,https://blog.naver.com/grsanga/222597973879,50,5.0,0,https://cafe.naver.com/friendsofhippocrates/8672,39,703,중신뢰,39,-1,5,2.0
blog+cafe,2021. 12. 15.,"펜벤다졸 암 프로토콜 정보 2021,전체 약물 소개",펜벤다졸,프로토콜,,https://blog.naver.com/grsanga/222595944495,91,9.0,1,https://cafe.naver.com/friendsofhippocrates/14246,28,705,저신뢰,29,2,7,1.0
blog,2021. 12. 11.,아커만시아 뮤시니필라 Akkermansia muciniphilia,,,,https://blog.naver.com/grsanga/222592727193,30,3.0,0,,0,0,,0,0,2,0.0
blog+cafe,2021. 12. 11.,"장내세균총, 마이크로바이오옴에 관한 기초 지식",,장내미생물,,https://blog.naver.com/grsanga/222592624264,42,4.0,2,https://cafe.naver.com/friendsofhippocrates/14176,10,157,고신뢰,12,-1,4,1.0
blog,2021. 12. 9.,장내 세균이 만드는 부티르산의 항암 작용,,장내미생물,,https://blog.naver.com/grsanga/222591151447,50,5.0,0,,0,0,,0,-1,2,2.0
blog,2021. 12. 7.,"[해외호전사례] 담도암 4기 54세 여성 Jess**,  간흡충? 클리프",,해외호전사례,담도암,https://blog.naver.com/grsanga/222589255425,40,4.0,0,,0,0,,0,3,4,-1.0
blog,2021. 12. 6.,"[해외호전사례] 전립선암, 요도암, 대장암",,해외호전사례,대장암|전립선암,https://blog.naver.com/grsanga/222588323105,30,3.0,0,,0,0,,0,3,4,-1.0
blog,2021. 12. 6.,[해외호전사례] 61세 여성 수술 불가한 교모세포종,,해외호전사례,뇌종양,https://blog.naver.com/grsanga/222588282014,10,1.0,0,,0,0,,0,3,4,-1.0
blog,2021. 12. 6.,[해외호전사례] 침샘암 adenoid cystic carcinoma 치료 사례 2 Case,,해외호전사례,,https://blog.naver.com/grsanga/222588243856,10,1.0,0,,0,0,,0,3,4,-1.0
blog+cafe,2021. 12. 4.,장에서 나오는 항종양제,,,,https://blog.naver.com/grsanga/222586574965,10,1.0,0,https://cafe.naver.com/friendsofhippocrates/14155,31,408,고신뢰,31,0,5,0.0
blog,2021. 11. 29.,"릭 심슨 오일, 카나비노이드",CBD,,,https://blog.naver.com/grsanga/222581814019,12,1.0,2,,0,0,,2,0,2,0.0
blog+cafe,2021. 11. 26.,악액질 Cachexia 대처방법-종합,,총정리,,https://blog.naver.com/grsanga/222579364916,1314,13.0,14,https://cafe.naver.com/friendsofhippocrates/14052,11,316,중신뢰,25,3,9,2.0
blog,2021. 11. 23.,"방사선, 수술전후 암 전이를 막는 방법",,,,https://blog.naver.com/grsanga/222576610193,2112,21.0,12,,0,0,,12,3,7,3.0
blog,2021. 11. 19.,마이크로바이오옴과 암,,,,https://blog.naver.com/grsanga/222573171986,50,5.0,0,,0,0,,0,0,2,1.0
blog+cafe,2021. 11. 19.,곰팡이가 췌장암을 가속화 합니다.,,장내미생물,췌장암,https://blog.naver.com/grsanga/222572873441,20,2.0,0,https://cafe.naver.com/friendsofhippocrates/12242,24,632,저신뢰,24,-1,5,1.0
blog,2021. 11. 19.,특정 암에 특정 박테리아가 존재한다?,,장내미생물,,https://blog.naver.com/grsanga/222572751787,30,3.0,0,,0,0,,0,-1,2,1.0
blog+cafe,2021. 11. 18.,이노신과 면역체크포인트 억제제. 장내미생물과 항암 면역요법,,장내미생물|면역,,https://blog.naver.com/grsanga/222572124427,12,1.0,2,https://cafe.naver.com/friendsofhippocrates/8822,4,185,고신뢰,6,-1,3,2.0
blog,2021. 11. 18.,폐암은 장-폐 축이 중요하다 Gut-lung axis,,장내미생물,폐암,https://blog.naver.com/grsanga/222572044162,20,2.0,0,,0,0,,0,-1,2,1.0
blog+cafe,2021. 11. 17.,스타틴 사용의 실제,스타틴,,,https://blog.naver.com/grsanga/222570682131,30,3.0,0,https://cafe.naver.com/friendsofhippocrates/13984,8,376,고신뢰,8,0,3,0.0
blog,2021. 11. 13.,"[해외호전사례] 여성 대장암 4기, 펜벤다졸 좌약.",펜벤다졸,해외호전사례,대장암,https://blog.naver.com/grsanga/222566903257,10,1.0,0,,0,0,,0,3,4,-1.0
blog,2021. 11. 11.,"[해외호전사례] 교모세포종 Glioblastoma, GBM",,해외호전사례,뇌종양,https://blog.naver.com/grsanga/222565099880,50,5.0,0,,0,0,,0,3,4,0.0
blog,2021. 11. 9.,"[해외호전사례] 위암 4기, 2케이스: 이탈리아 남자 66세, 미국 Car** 남편, 60세 전후",,해외호전사례,위암,https://blog.naver.com/grsanga/222563244720,10,1.0,0,,0,0,,0,3,4,-1.0
blog+cafe,2021. 11. 8.,"[해외호전사례] 소세포 폐암, 뇌전이 등 3케이스",,해외호전사례,폐암,https://blog.naver.com/grsanga/222562184066,20,2.0,0,https://cafe.naver.com/friendsofhippocrates/13947,12,262,저신뢰,12,3,6,-1.0
blog,2021. 11. 5.,"[해외호전사례] 미국, Arielle 아버지 식도암 3기",,해외호전사례,식도암,https://blog.naver.com/grsanga/222559412047,10,1.0,0,,0,0,,0,3,4,-1.0
blog,2021. 11. 3.,[해외호전사례] 20살 남자 전이성 갑상선 유두암 4 림프절,,해외호전사례,,https://blog.naver.com/grsanga/222557397940,10,1.0,0,,0,0,,0,3,4,-1.0
blog+cafe,2021. 11. 3.,[해외호전사례] 유방암 호전 사례 3case.,,해외호전사례,유방암,https://blog.naver.com/grsanga/222557251171,40,4.0,0,https://cafe.naver.com/friendsofhippocrates/15438,8,211,저신뢰,8,3,5,-1.0
blog,2021. 11. 1.,조티펜스 프로토콜 최신 갱신 정보(펜벤다졸),펜벤다졸,프로토콜|조티펜스,,https://blog.naver.com/grsanga/222555070124,1221,12.0,21,,0,0,,21,4,10,2.0
blog+cafe,2021. 10. 29.,이버멕틴의 암에 대한 약속 3. 각종 암 치료에 사용된 임상자료,이버멕틴,논문요약,,https://blog.naver.com/grsanga/222552502336,183,18.0,3,https://cafe.naver.com/friendsofhippocrates/16684,15,429,고신뢰,18,-1,5,6.0
blog,2021. 10. 26.,"이버멕틴의 암에 대한 약속 2 총정리 및 요약, 항암 효과적 측면",이버멕틴,총정리,,https://blog.naver.com/grsanga/222549102016,18,1.0,8,,0,0,,8,1,4,0.0
blog,2021. 10. 23.,"이버멕틴의 암에 대한 약속 1 총정리 및 요약, 약물학적 측면",이버멕틴,총정리,,https://blog.naver.com/grsanga/222545675310,38,3.0,8,,0,0,,8,1,4,0.0
blog,2021. 10. 20.,[스탠포드의대] 비뇨생식기 종양 관해 사례 : 펜벤다졸,펜벤다졸,,,https://blog.naver.com/grsanga/222542881047,32,3.0,2,,0,0,,2,0,2,0.0
blog+cafe,2021. 10. 19.,"벤즈이미다졸 약물의 항암 효과. 알벤다졸, 메벤다졸, 플루벤다졸, 펜벤다졸.(종합편)",펜벤다졸|메벤다졸|알벤다졸,총정리,,https://blog.naver.com/grsanga/222541769709,106,10.0,6,https://cafe.naver.com/friendsofhippocrates/9230,34,1009,중신뢰,40,1,6,2.0
blog+cafe,2021. 10. 18.,종양 및 장내 미생물이 암 치료에 미치는 영향 : 이익과 해로움,,장내미생물,,https://blog.naver.com/grsanga/222540341819,30,3.0,0,https://cafe.naver.com/friendsofhippocrates/12180,8,189,중신뢰,8,-1,3,1.0
